offset,mean,median,hit_rate,n
4209,240.50085110643838,230,0.0,9987
4210,249.3375413285242,236,0.00010019036168720569,9981
4211,247.58150265824054,236,0.0,9969
4212,258.0186279419129,246,0.0,9985
4213,246.05978533453705,228,0.0,9969
4214,251.74134134134135,236.0,0.0,9990
4215,264.3863863863864,252.0,0.0,9990
4216,245.67827395885598,230,0.0,9965
4217,240.27693231878254,228.0,0.0,9988
4218,257.3063352044908,236.0,0.0,9976
4219,242.10538970146263,230.0,0.0,9982
4220,251.6652979469204,240,0.0,9985
4221,251.7045045045045,240.0,0.0,9990
4222,253.60136217948718,240.0,0.0,9984
4223,262.7274729675611,252.0,0.0,9988
4224,249.76218596737064,236,0.0,9991
4225,251.93713084392832,240,0.0,9989
4226,240.97733199598795,228.0,0.0,9970
4227,249.07289682141783,236,0.0,9973
4228,249.217138852738,240,0.0,9989
4229,241.67334267975164,228.0,0.0,9986
4230,254.32101732251928,244,0.0,9987
4231,246.94154154154154,236.0,0.0,9990
4232,253.0909637950055,242,0.0,9971
4233,248.60983672242813,236,0.0,9983
4234,254.5068671679198,238,0.0,9975
4235,248.15839598997493,230,0.0,9975
4236,248.56790865384616,236.0,0.0,9984
4237,249.30862466192528,238,0.0,9983
4238,247.78850390546765,236.0,0.0,9986
4239,252.80829326923077,242.0,0.0,9984
4240,243.31838205847018,234.0,0.0,9988
4241,257.25097763962697,248,0.0,9973
4242,237.01903044871796,226.0,0.0,9984
4243,241.06708111902137,228,0.0,9973
4244,255.81832765189492,242.0,0.0,9974
4245,248.68576580186317,236,0.0,9983
4246,248.22382671480145,230.0,0.0,9972
4247,240.74959935897436,230.0,0.0,9984
4248,253.31429716461275,240,0.0,9981
4249,248.85039686526676,232,0.0,9953
4250,258.17799158147926,246.0,0.0,9978
4251,260.66926926926925,246.0,0.0,9990
4252,267.3665630327951,246,0.0,9971
4253,249.61568548791496,230,0.0,9971
4254,249.3458375125376,230.0,0.0,9970
4255,246.25643594109988,236,0.0,9983
4256,242.32655514374437,228,0.0,9983
4257,251.98318149964962,240,0.0,9989
4258,248.02185901935226,228,0.0,9973
4259,251.96594210157267,240,0.0,9983
4260,243.8893011130051,230,0.0,9973
4261,267.9951865222623,254.0,0.0,9972
4262,247.92104999499048,236,0.0,9981
4263,238.38919459729865,230,0.0,9995
4264,251.36010414580412,240.0,0.0,9986
4265,249.43435152729094,230,0.0,9985
4266,255.80224179343475,246.0,0.0,9992
4267,253.41971717982148,240,0.0,9971
4268,269.6716118684844,254.0,0.0,9976
4269,266.94135338345865,246,0.0,9975
4270,253.83157683428686,232,0.0,9963
4271,272.1930827067669,252,0.0,9975
4272,247.29093640460692,236,0.0,9985
4273,244.70284341209452,234.0,0.0,9988
4274,243.92591851036138,236,0.0,9989
4275,253.21452939995987,238.0,0.0,9966
4276,250.68756258762266,240.0,0.0,9986
4277,247.98758882994696,236,0.0,9991
4278,253.58147925435958,238.0,0.0,9978
4279,258.47847847847845,248.0,0.0,9990
