offset,mean,median,hit_rate,n
4782,252.12784290151288,238,0.0,9981
4783,239.57696544817225,228,0.00010015022533800701,9985
4784,236.96846531184303,226,0.0,9989
4785,238.16236236236236,230.0,0.0,9990
4786,254.74647182464219,242,0.0,9991
4787,268.04488078541374,252.0,0.0,9982
4788,255.5408981555734,236.0,0.0,9976
4789,257.1873996789727,246.0,0.0,9968
4790,250.2323252553575,236.0,0.0,9986
4791,241.7174326624612,230,0.0,9987
4792,248.70982589553734,240.0,0.0,9994
4793,258.2960072050435,246,0.0,9993
4794,257.9042755582257,246,0.0,9987
4795,242.27037852994192,232.0,0.0,9986
4796,263.74686842368976,252,0.0,9979
4797,245.32739108662994,230,0.0,9985
4798,241.72324021227595,236,0.0,9987
4799,248.01422845691383,230.0,0.0,9980
4800,245.77886830245367,236,0.0,9985
4801,244.52474454017232,230.0,0.0,9982
4802,245.69606567223946,236,0.0,9989
4803,252.84843624699278,240.0,0.0,9976
4804,241.38988482724085,230,0.0,9985
4805,241.39647577092512,232.0,0.0,9988
4806,258.260712493728,240,0.0,9965
4807,242.42404174192254,230.0,0.0,9966
4808,260.0881172219992,248.0,0.0,9964
4809,253.11832061068702,230.0,0.0,9956
4810,259.6592027311979,246,0.0,9959
4811,247.9659136748689,234.0,0.0,9916
4812,251.66276159006708,244,0.0,9987
4813,245.6674703636729,230.0,0.0,9954
4814,266.4219172593409,254,0.00010017028949213663,9983
4815,257.49974967457695,246,0.0,9987
4816,261.2169121330528,246,0.0,9981
4817,250.20850893036322,236.0,0.0,9966
4818,245.4618699268464,236,0.0,9979
4819,245.3295943915874,234,0.0,9985
4820,253.02933813958145,240,0.0,9987
4821,254.77080204265545,242,0.0,9987
4822,246.47742968671804,236,0.0,9991
4823,249.61210178320977,238.0,0.0,9982
4824,265.9326720769462,252,0.0,9981
4825,268.07794029252653,254.0,0.0,9982
4826,243.54017231015828,236.0,0.0,9982
4827,243.23149353901633,230,0.0,9983
4828,257.7967561073288,246.0,0.0,9988
4829,236.42453397474443,228.0,0.0,9978
4830,260.28748997594226,246.0,0.0,9976
4831,255.76229097827175,242,0.0,9987
4832,257.04590098216073,248.0,0.0,9978
4833,242.9057057057057,236.0,0.0,9990
4834,255.763126252505,236.0,0.0,9980
4835,246.85536734489327,236,0.0,9977
4836,252.50465978554965,240,0.0,9979
4837,250.31256261270286,236.0,0.0,9982
4838,248.7526795552439,238,0.0,9983
4839,251.8569424964937,240.0,0.0,9982
4840,251.5819310897436,240.0,0.0,9984
4841,238.9434604222956,230,0.0,9993
4842,249.96474005809876,236,0.0,9983
4843,264.9795673076923,254.0,0.0,9984
4844,245.2389930799318,234,0.0,9971
4845,255.3535657051282,246.0,0.0,9984
4846,238.86561779737448,230,0.0,9979
4847,257.8278450605545,248,0.0,9991
4848,251.17108433734938,236.0,0.0,9960
4849,242.388125564136,228,0.0,9971
4850,247.8161425996395,236.0,0.0,9986
4851,247.28494084620013,236.0,0.0,9974
4852,258.0140056022409,248.0,0.0,9996
4853,247.4484556758925,236.0,0.0,9972
4854,244.34171760697464,228,0.0,9979
4855,266.23003003003004,254.0,0.0,9990
4856,257.1583375062594,248,0.0,9985
4857,251.09498548693824,240,0.0,9991
4858,254.90555444154802,240.0,0.0,9974
4859,250.6599218671742,236,0.0,9983
4860,249.25894019833717,240,0.0,9983
4861,255.90570769385093,240,0.0,9969
4862,236.92990186260766,228.0,0.0,9986
4863,245.3120048139605,228,0.0,9971
4864,254.17264169837773,242.0,0.0,9986
4865,247.66259266680024,238.0,0.0,9982
4866,248.9159815520353,236.0,0.0,9974
4867,246.31769893766287,234.0,0.0,9978
4868,254.13217007621338,242.0,0.0,9972
4869,244.74301731905095,234,0.00010011012113324657,9989
4870,244.06354615615916,230,0.0,9977
4871,253.23422159887798,242.0,0.0,9982
4872,253.93483709273184,244,0.0,9975
4873,248.6140438745868,236,0.0,9983
4874,241.8875751503006,232.0,0.0,9980
4875,245.30932798395185,232.0,0.0,9970
4876,236.8720720720721,228.0,0.0,9990
4877,250.67261069925866,238.0,0.0,9982
4878,246.21696410667735,232.0,0.0,9974
4879,246.49449008214788,236.0,0.0,9982
4880,243.09758299067295,230,0.0,9971
4881,249.09400340374413,240,0.0,9989
4882,256.6328758890113,242,0.0,9983
4883,240.51834770403048,230.0,0.0,9974
4884,252.64458496436816,236,0.0,9963
4885,270.4949363280858,254,0.0,9973
4886,250.02943826975067,236,0.0,9987
4887,249.71614583333334,240.0,0.0,9984
4888,258.7644702583617,248.0,0.0,9986
4889,242.70219372933988,230,0.0,9983
4890,242.55184851217314,234,0.0,9981
4891,251.8064064064064,240.0,0.0,9990
4892,249.5248120300752,240,0.0,9975
4893,251.92848557692307,240.0,0.0,9984
4894,238.11807156459858,230,0.0,9977
4895,256.4498096573833,246.0,0.0,9982
4896,245.88500450766304,234,0.0,9983
4897,259.6640915019565,244,0.0,9967
4898,254.95719298245615,244,0.0,9975
4899,242.79293385526447,228,0.0,9963
4900,256.74634048526167,240.0,0.0,9974
4901,241.7602966229081,230,0.0,9979
4902,265.07689219032324,248.0,0.0,9962
4903,262.90652522017615,252.0,0.0,9992
4904,250.57569381825468,236,0.0,9981
4905,254.65544871794873,244.0,0.0,9984
4906,263.096657633243,248,0.0,9963
4907,263.12301070963866,252,0.00010009008107296567,9991
4908,259.89587505006006,248.0,0.0,9988
4909,242.3672978659453,230,0.0,9981
4910,261.7208742731101,246.0,0.00010026067776218167,9974
4911,258.70736589271417,248.0,0.0,9992
4912,262.27470217238965,250,0.0,9989
4913,245.96654647435898,236.0,0.0,9984
4914,247.45556557459173,232,0.0,9981
4915,249.10301936001605,230,0.0,9969
4916,241.90804367424622,230,0.0,9983
4917,260.8929143314652,248.0,0.0,9992
4918,249.06179268903355,236,0.0,9985
4919,260.655708128696,248,0.0,9977
4920,249.6533146404967,236.0,0.0,9986
4921,255.43074611917876,242,0.0,9985
4922,247.43623623623623,236.0,0.0,9990
4923,257.4932906068496,246.0,0.0,9986
4924,253.38863317990794,236.0,0.0,9994
4925,235.8798678546401,228,0.0,9989
4926,245.27054108216433,230.0,0.0,9980
4927,243.99599439214902,230.0,0.0,9986
4928,261.8346527708187,248,0.0,9979
4929,253.7484981978374,240.0,0.0,9988
4930,253.74499198717947,240.0,0.0,9984
4931,242.44155063608133,230,0.0,9983
4932,247.93245139306475,228.0,0.0,9978
4933,257.3750501403931,242.0,0.0,9972
4934,256.07786228983184,246.0,0.0,9992
4935,250.60184257961146,240.0,0.0,9986
4936,264.6391670004005,254.0,0.0,9988
4937,235.08111355898257,226.0,0.0,9986
4938,247.8779803646564,238.0,0.0,9982
4939,247.08754006410257,236.0,0.0,9984
4940,259.0316169828365,244,0.0,9963
4941,247.15147265077138,236.0,0.00010018032458425165,9982
4942,255.75853438782661,236,0.0,9989
4943,250.0812894183602,236,0.0,9989
4944,264.11328320802005,248,0.0,9975
4945,259.3029544316475,246,0.0,9985
4946,266.54507169357265,246,0.0,9973
4947,243.62552594670407,228.0,0.0,9982
4948,237.58794674141555,228,0.0,9989
4949,259.27383814102564,248.0,0.0,9984
4950,257.3266472771036,240,0.0,9971
4951,235.82928049634745,228,0.0,9993
4952,248.7413568493837,238,0.0,9979
4953,259.2226006812262,242.0,0.0,9982
4954,263.7746733668342,236.0,0.0,9950
4955,265.2234351527291,254,0.0,9985
4956,251.24134470647266,234,0.0,9965
4957,256.9801682692308,246.0,0.0,9984
4958,268.16343351090563,248,0.0,9949
4959,265.0730630268968,244.0,0.0,9964
4960,272.51520644511584,246.0,0.0,9930
4961,242.54975922953452,228.0,0.0,9968
4962,262.1179306880964,236,0.0,9955
4963,247.3942857142857,236,0.0,9975
4964,265.3187430980825,246,0.0,9961
4965,259.09079963880805,240,0.0,9967
4966,248.62661718985058,232,0.0,9971
4967,255.97555600080145,242.0,0.0,9982
4968,254.55907723169508,234.0,0.0,9970
4969,245.9562994888243,234,0.0,9977
4970,274.90022128344395,252.0,0.0,9942
4971,281.53151154583037,254,0.0,9917
4972,252.13249021379102,232,0.0,9963
4973,255.29996991274697,240,0.0,9971
4974,258.69861362266425,240.0,0.0,9954
4975,252.6883963494133,236,0.0,9971
4976,251.5770810377642,240,0.0,9983
4977,257.452650566189,240,0.0,9979
4978,264.9365971107544,244.0,0.0,9968
4979,246.77352823388065,234.0,0.0,9988
4980,243.46381019121034,236,0.0,9989
4981,251.78167954249022,236,0.0,9967
4982,248.61373648378054,236.0,0.0,9988
4983,250.8610638084744,238,0.0,9983
4984,253.82196855912687,244,0.0,9987
4985,254.5494241362043,244,0.0,9985
4986,248.51228562832213,230,0.0,9971
4987,244.42661056006412,232,0.0,9981
4988,256.8919000301114,240,0.0,9963
4989,253.5231708537684,244,0.0,9991
4990,258.110843373494,240.0,0.00010040160642570282,9960
4991,252.97744813070062,236,0.0,9977
4992,254.92250626566417,240,0.0,9975
4993,256.7911493792551,246.0,0.0,9988
4994,258.4487384861834,246.0,0.0,9988
4995,253.72675293409569,234,0.0,9969
4996,257.3672406888266,242.0,0.0,9988
4997,256.6921613775153,248,0.0,9989
4998,253.07713884992987,240.0,0.0,9982
4999,247.04093684315885,236,0.0,9991
5000,254.77774442109475,248,0.0,9993
5001,243.2284741690028,230.0,0.0,9988
5002,248.2631631732023,236,0.0,9971
5003,241.00030051086847,228,0.0,9983
5004,254.34725979360786,240,0.0,9981
5005,256.69346431435446,240.0,0.0,9976
5006,247.9783718834485,238,0.0,9987
5007,268.22331362132905,252,0.0,9977
5008,264.30656788145774,254.0,0.0,9988
5009,260.26398075766684,248.0,0.0,9978
5010,238.86832882747572,228,0.0,9987
5011,255.65505505505504,249.0,0.0,9990
5012,254.44003606853022,240,0.0,9981
5013,258.5202682414173,246,0.0,9991
5014,245.6472002404087,230,0.00010017028949213663,9983
5015,268.5048115477145,254.0,0.0,9976
5016,254.5960980490245,246,0.0,9995
5017,262.0794874361798,252,0.0,9989
5018,252.47317854283426,242.0,0.0,9992
5019,236.7325721153846,226.0,0.0,9984
5020,257.5782203983585,248,0.0,9991
5021,244.9027930723796,236,0.0,9989
5022,256.5958684316085,242.0,0.0,9972
5023,244.53438941247242,230.0,0.0,9974
5024,242.69803370786516,230.0,0.0,9968
5025,259.7482237566296,246,0.0,9993
5026,269.77615083742853,252,0.0,9971
5027,244.23574220707627,232,0.0,9977
5028,257.23618895116095,246.0,0.0,9992
5029,242.99015866639888,228.0,0.0,9958
5030,267.6692091529506,246.0,0.0,9964
5031,270.3241455347299,254,0.0,9977
5032,253.03226454920093,236,0.0,9949
5033,260.91252006420547,246.0,0.0,9968
5034,268.3866118849584,254,0.0,9979
5035,252.72993579454254,238.0,0.0,9968
5036,249.497384305835,230.0,0.0,9940
5037,261.07538091419406,246.0,0.0,9976
5038,254.90065162907268,240,0.0,9975
5039,272.72470163474077,254,0.0,9971
5040,261.29327983951856,244.0,0.0,9970
5041,251.96386630532973,236,0.00010037137408411121,9963
5042,262.6770310932798,244.0,0.0,9970
5043,241.52,226,0.0,9975
5044,250.56435445068163,230.0,0.00010024057738572574,9976
5045,258.13237208370884,246,0.0,9987
5046,266.5605300140534,248.0,0.0,9962
5047,246.51478993281862,230,0.0,9973
5048,266.80044234442545,248,0.0,9947
5049,243.7288407541115,230.0,0.00010028078620136381,9972
5050,253.27177944862154,240,0.0,9975
5051,267.3385463659148,252,0.0,9975
5052,262.9320368885325,246.0,0.0,9976
5053,259.6784604590558,244,0.0,9977
5054,256.3203922353412,246.0,0.0,9994
5055,250.2861723446894,236.0,0.0,9980
5056,274.24832012837226,254,0.0,9971
5057,246.34408171440015,236.0,0.0,9986
5058,250.28342513770656,236,0.0,9985
5059,242.9404570970329,228.0,0.0,9976
5060,256.57461337617997,238.0,0.0,9958
5061,238.79795447708813,228,0.0,9973
5062,251.19959919839678,236.0,0.0,9980
5063,246.88078541374475,236.0,0.0,9982
5064,255.07233019434983,244.0,0.0,9982
5065,269.31566216488613,240.0,0.0,9922
5066,246.06010217369527,234,0.0,9983
5067,246.46553626968998,228,0.0,9967
5068,261.13918199175964,240,0.0,9951
5069,249.5343043696635,230,0.0,9955
5070,243.73686321700762,230.0,0.0,9972
5071,256.02341639147403,246,0.0,9993
5072,264.0901352028042,248,0.0,9985
5073,267.7375012523795,254,0.0,9981
5074,255.13561698717947,244.0,0.0,9984
5075,251.66289434151227,236,0.0,9985
5076,245.83226581265012,234.0,0.0,9992
5077,246.02266800401205,232.0,0.0,9970
5078,262.14668801280766,252.0,0.0,9994
5079,261.31156080945703,246.0,0.0,9982
5080,250.8390977443609,236,0.0,9975
5081,246.81431005110733,236,0.0,9979
5082,255.40344896731503,238.0,0.0,9974
5083,249.38338338338338,238.0,0.0,9990
5084,269.5179126944305,252,0.0,9965
5085,245.12730184147318,234.0,0.0,9992
5086,261.98153722657037,244.0,0.0,9966
5087,272.2672561036873,248,0.0,9953
5088,253.05303258145364,240,0.0,9975
5089,258.0670750075309,242,0.0,9959
5090,253.39303981546485,240,0.0,9971
5091,256.15441692569937,242,0.0,9973
5092,268.22015037593985,254,0.0,9975
5093,251.96993686742158,226,0.0,9979
5094,251.50560897435898,240.0,0.0,9984
5095,254.33857557848341,244,0.0,9983
5096,247.6620592948718,236.0,0.0,9984
5097,263.92381716118683,246.0,0.0,9976
5098,238.05047571357036,228,0.0,9985
5099,244.5199879771566,232,0.0,9981
5100,255.18572717249674,240,0.0,9977
5101,244.71033653846155,236.0,0.0,9984
5102,251.74489387264717,240.0,0.0,9988
5103,238.01883201442453,228,0.0,9983
5104,249.12491235099668,238,0.0,9983
5105,243.4834834834835,236.0,0.0,9990
5106,247.73450972528573,238.0,0.0,9974
5107,246.7736188951161,236.0,0.0,9992
5108,255.47890570197416,242,0.0,9979
5109,263.4984482931224,252,0.0,9989
5110,245.45647600921566,236,0.0,9983
5111,243.34022688485092,230,0.0,9961
5112,260.9228920488684,246.0,0.0,9986
5113,252.73893405600722,236,0.0,9963
5114,258.1039404905509,236.0,0.0,9948
5115,272.44127111826225,248.0,0.0,9944
5116,278.245769540693,252.0,0.0,9928
5117,272.78199577081864,246,0.0,9931
5118,250.88489353153878,228.0,0.0,9956
5119,257.21834935897436,248.0,0.0,9984
5120,4.076491790148178,4.0,0.9959951942330797,9988
5121,256.3871614844534,230.0,0.0,9970
5122,261.126238862749,248,0.0,9989
5123,252.32169375877984,230.0,0.0,9966
5124,247.2917960532906,236,0.0,9983
5125,273.2925922203236,254,0.0,9949
5126,252.2953975734483,232,0.0,9973
5127,270.70741744454483,252,0.0,9963
5128,261.5211975085393,240.0,0.0,9954
5129,260.75157831446035,240,0.0,9979
5130,266.04396266184887,240,0.0,9963
5131,251.55938313639095,236.0,0.0,9986
5132,262.1681398151868,240.0,0.0,9956
5133,264.1974317817014,238.0,0.0,9968
5134,258.3158422795224,242,0.0,9967
5135,257.10041210171875,236,0.0,9949
5136,258.65870307167233,238.0,0.0,9962
5137,255.98596772576926,240,0.0,9977
5138,247.96007223113963,232.0,0.0,9968
5139,263.7311871227364,240.0,0.0,9940
5140,250.90050150451353,234.0,0.0,9970
5141,258.2966613032985,234.0,0.0,9944
5142,252.5441604010025,236,0.0,9975
5143,259.50452443193245,230.0,0.00010054293183189222,9946
5144,253.3515522957902,236,0.0,9953
