stride,access_size,test_ptr,mean,median,hit_rate,n
1,44,50,520.8604860486049,544,0.0,9999
1,44,51,505.741,518.0,0.0,10000
1,44,52,528.989698969897,544,0.0,9999
1,44,53,430.913,440.0,0.0,10000
1,44,54,534.7774777477748,546,0.0,9999
1,44,55,537.028702870287,544,0.0,9999
1,44,56,511.4472,524.0,0.0,10000
1,44,57,525.2025202520252,546,0.0,9999
1,44,58,537.964196419642,556,0.0,9999
1,44,59,522.8438,528.0,0.0,10000
1,44,60,511.83358335833583,528,0.0,9999
1,44,61,536.408,554.0,0.0,10000
1,44,62,533.9949989997999,550.0,0.0,9998
1,44,63,520.8706,532.0,0.0,10000
1,44,64,401.042904290429,410,0.0,9999
1,44,65,443.73217321732176,450,0.0,9999
1,44,66,328.5884,330.0,0.0,10000
1,44,67,454.1978197819782,468,0.0,9999
1,44,68,451.96,460.0,0.0,10000
1,44,69,456.0214,466.0,0.0,10000
1,44,70,446.5042504250425,450,0.0,9999
1,44,71,446.8808,452.0,0.0,10000
1,44,72,514.3084,558.0,0.0,10000
1,44,73,431.8158,436.0,0.0,10000
1,44,74,438.6074607460746,448,0.0,9999
1,44,75,529.884,552.0,0.0,10000
1,44,76,501.012501250125,506,0.0,9999
1,44,77,499.034,510.0,0.0,10000
1,44,78,446.0344,456.0,0.0,10000
1,44,79,501.6644,514.0,0.0,10000
1,44,80,528.0980098009801,534,0.0,9999
1,44,81,517.8282,534.0,0.0,10000
1,44,82,527.1886,550.0,0.0,10000
1,44,83,533.120624124825,556.0,0.0,9998
1,44,84,521.7057411482297,536.0,0.0,9998
1,44,85,509.979197919792,518,0.0,9999
1,44,86,521.8064,540.0,0.0,10000
1,44,87,529.4455445544554,542,0.0,9999
1,44,88,503.7952,508.0,0.0,10000
1,44,89,523.7102,536.0,0.0,10000
1,44,90,517.0002,530.0,0.0,10000
1,44,91,452.4164,460.0,0.0,10000
1,44,92,521.3463346334634,530,0.0,9999
1,44,93,444.997899789979,456,0.0,9999
1,44,94,495.643,518.0,0.0,10000
1,44,95,412.8780878087809,420,0.0,9999
1,44,96,442.8132,448.0,0.0,10000
1,44,97,537.8152,542.0,0.0,10000
1,44,98,511.26665333066614,528.0,0.0,9998
1,44,99,553.5784,570.0,0.0,10000
1,45,0,507.1606,520.0,0.0,10000
1,45,1,511.5252,530.0,0.0,10000
1,45,2,537.0128,548.0,0.0,10000
1,45,3,525.3004,538.0,0.0,10000
1,45,4,505.12791279127913,510,0.0,9999
1,45,5,505.8821882188219,512,0.0,9999
1,45,6,394.2996,438.0,0.0,10000
1,45,7,515.8821882188219,528,0.0,9999
1,45,8,524.3696,544.0,0.0,10000
1,45,9,430.5334533453345,436,0.0,9999
1,45,10,346.4848,354.0,0.0,10000
1,45,11,505.15011501150116,514,0.0,9999
1,45,12,404.9524,402.0,0.0,10000
1,45,13,447.5122,480.0,0.0,10000
1,45,14,508.6644,510.0,0.0,10000
1,45,15,510.8858885888589,530,0.0,9999
1,45,16,504.1918,514.0,0.0,10000
1,45,17,522.5084,530.0,0.0,10000
1,45,18,423.6386,430.0,0.0,10000
1,45,19,543.1376275255051,556.0,0.0,9998
1,45,20,522.8062,540.0,0.0,10000
1,45,21,490.3490698139628,510.0,0.0,9998
1,45,22,504.5888588858886,518,0.0,9999
1,45,23,466.3124,482.0,0.0,10000
1,45,24,529.6574,538.0,0.0,10000
1,45,25,471.96899689968996,484,0.0,9999
1,45,26,410.996,416.0,0.0,10000
1,45,27,428.5426,442.0,0.0,10000
1,45,28,502.1416,520.0,0.0,10000
1,45,29,427.4254,438.0,0.0,10000
1,45,30,497.8748,508.0,0.0,10000
1,45,31,504.12141214121414,516,0.0,9999
1,45,32,401.9532,410.0,0.0,10000
1,45,33,499.816,512.0,0.0,10000
1,45,34,444.89188918891887,460,0.0,9999
1,45,35,506.1648,516.0,0.0,10000
1,45,36,528.9528,540.0,0.0,10000
1,45,37,495.9085908590859,502,0.0,9999
1,45,38,418.6506,432.0,0.0,10000
1,45,39,502.4598459845985,510,0.0,9999
1,45,40,506.8744874487449,520,0.0,9999
1,45,41,511.663,526.0,0.0,10000
1,45,42,534.5196,544.0,0.0,10000
1,45,43,508.6846,520.0,0.0,10000
1,45,44,493.6594,516.0,0.0,10000
1,45,45,407.033,416.0,0.0,10000
1,45,46,504.1312,496.0,0.0,10000
1,45,47,508.4908,526.0,0.0,10000
1,45,48,516.5946,534.0,0.0,10000
1,45,49,520.2134426885377,530.0,0.0,9998
1,45,50,526.019601960196,544,0.0,9999
1,45,51,505.4917491749175,528,0.0,9999
1,45,52,515.5727145429086,526.0,0.0,9998
1,45,53,517.2805280528053,524,0.0,9999
1,45,54,512.5542,548.0,0.0,10000
1,45,55,494.961896189619,508,0.0,9999
1,45,56,503.5126,498.0,0.0,10000
1,45,57,400.04600460046004,400,0.0,9999
1,45,58,500.1530306061212,506.0,0.0,9998
1,45,59,509.6031603160316,520,0.0,9999
1,45,60,495.924,514.0,0.0,10000
1,45,61,493.8004,506.0,0.0,10000
1,45,62,339.3782,350.0,0.0,10000
1,45,63,454.6877375475095,462.0,0.0,9998
1,45,64,429.6459291858372,440.0,0.0,9998
1,45,65,431.1056,438.0,0.0,10000
1,45,66,407.3262,416.0,0.0,10000
1,45,67,423.96699339867973,430.0,0.0,9998
1,45,68,420.1508301660332,426.0,0.0,9998
1,45,69,360.28,370.0,0.0,10000
1,45,70,438.26922692269227,446,0.0,9999
1,45,71,440.6662,448.0,0.0,10000
1,45,72,404.877375475095,410.0,0.0,9998
1,45,73,479.3976,484.0,0.0,10000
1,45,74,411.72057205720574,424,0.0,9999
1,45,75,522.6378637863786,530,0.0,9999
1,45,76,507.496699339868,514.0,0.0,9998
1,45,77,411.1228,420.0,0.0,10000
1,45,78,484.313,488.0,0.0,10000
1,45,79,504.2868286828683,512,0.0,9999
1,45,80,512.6092609260926,526,0.0,9999
1,45,81,507.7562,520.0,0.0,10000
1,45,82,490.4638,504.0,0.0,10000
1,45,83,498.8712,508.0,0.0,10000
1,45,84,490.5338,494.0,0.0,10000
1,45,85,439.1715171517152,446,0.0,9999
1,45,86,519.9522,534.0,0.0,10000
1,45,87,501.9852,512.0,0.0,10000
1,45,88,487.67376737673766,500,0.0,9999
1,45,89,394.22622262226224,392,0.0,9999
1,45,90,418.85588558855886,426,0.0,9999
1,45,91,376.675,382.0,0.0,10000
1,45,92,493.5191519151915,502,0.0,9999
1,45,93,492.3548,500.0,0.0,10000
1,45,94,497.7211721172117,504,0.0,9999
1,45,95,397.32913291329135,400,0.0,9999
1,45,96,500.2126,506.0,0.0,10000
1,45,97,417.0106,428.0,0.0,10000
1,45,98,422.0592,438.0,0.0,10000
1,45,99,511.4748,524.0,0.0,10000
1,46,0,520.9146,536.0,0.0,10000
1,46,1,350.02900290029004,354,0.0,9999
1,46,2,521.8982,544.0,0.0,10000
1,46,3,403.54075407540756,412,0.0,9999
1,46,4,497.88898889888986,510,0.0,9999
1,46,5,396.0712,392.0,0.0,10000
1,46,6,438.8816881688169,484,0.0,9999
1,46,7,413.1528305661132,420.0,0.0,9998
1,46,8,490.9816,498.0,0.0,10000
1,46,9,394.3914,408.0,0.0,10000
1,46,10,406.6666,418.0,0.0,10000
1,46,11,464.541,478.0,0.0,10000
1,46,12,498.3524352435243,516,0.0,9999
1,46,13,452.4748949789958,468.0,0.0,9998
1,46,14,491.489,498.0,0.0,10000
1,46,15,504.252450490098,518.0,0.0,9998
1,46,16,497.8856,504.0,0.0,10000
1,46,17,475.421,492.0,0.0,10000
1,46,18,470.9785957191438,482.0,0.0,9998
1,46,19,400.4560456045605,408,0.0,9999
1,46,20,468.052,480.0,0.0,10000
1,46,21,448.365,456.0,0.0,10000
1,46,22,472.1960196019602,484,0.0,9999
1,46,23,498.5124,508.0,0.0,10000
1,46,24,422.66146614661466,432,0.0,9999
1,46,25,470.68226822682266,476,0.0,9999
1,46,26,504.0604,512.0,0.0,10000
1,46,27,413.5114,420.0,0.0,10000
1,46,28,479.5782,482.0,0.0,10000
1,46,29,435.985,450.0,0.0,10000
1,46,30,389.7738,400.0,0.0,10000
1,46,31,417.3752,430.0,0.0,10000
1,46,32,480.30386077215445,506.0,0.0,9998
1,46,33,450.4686,458.0,0.0,10000
1,46,34,501.4238847769554,506.0,0.0,9998
1,46,35,480.7102710271027,498,0.0,9999
1,46,36,377.1866,380.0,0.0,10000
1,46,37,470.5486,476.0,0.0,10000
1,46,38,483.7056,506.0,0.0,10000
1,46,39,484.2978,498.0,0.0,10000
1,46,40,478.33643364336433,480,0.0,9999
1,46,41,514.984498449845,518,0.0,9999
1,46,42,401.643,408.0,0.0,10000
1,46,43,420.0664,428.0,0.0,10000
1,46,44,492.1458145814581,502,0.0,9999
1,46,45,476.93949394939494,484,0.0,9999
1,46,46,511.8746,522.0,0.0,10000
1,46,47,490.3380338033803,500,0.0,9999
1,46,48,497.836,508.0,0.0,10000
1,46,49,474.8456,486.0,0.0,10000
1,46,50,496.214,508.0,0.0,10000
1,46,51,478.0484,486.0,0.0,10000
1,46,52,492.6560656065607,510,0.0,9999
1,46,53,400.1718,402.0,0.0,10000
1,46,54,506.76147614761476,518,0.0,9999
1,46,55,469.6306,486.0,0.0,10000
1,46,56,508.3124624924985,520.0,0.0,9998
1,46,57,487.627,504.0,0.0,10000
1,46,58,491.1228,498.0,0.0,10000
1,46,59,430.3220322032203,438,0.0,9999
1,46,60,401.60336033603363,410,0.0,9999
1,46,61,469.8105810581058,480,0.0,9999
1,46,62,411.45834583458344,430,0.0,9999
1,46,63,464.98049804980496,474,0.0,9999
1,46,64,413.961,418.0,0.0,10000
1,46,65,331.4732,332.0,0.0,10000
1,46,66,404.1468,406.0,0.0,10000
1,46,67,413.0058,416.0,0.0,10000
1,46,68,406.8942,414.0,0.0,10000
1,46,69,403.215,404.0,0.0,10000
1,46,70,388.3288,392.0,0.0,10000
1,46,71,411.029,420.0,0.0,10000
1,46,72,405.3668,406.0,0.0,10000
1,46,73,396.2994,402.0,0.0,10000
1,46,74,506.25845169033806,522.0,0.0,9998
1,46,75,498.479,500.0,0.0,10000
1,46,76,489.7562,500.0,0.0,10000
1,46,77,413.17,416.0,0.0,10000
1,46,78,382.8904,386.0,0.0,10000
1,46,79,383.79857985798577,386,0.0,9999
1,46,80,509.1652,524.0,0.0,10000
1,46,81,400.1372137213721,410,0.0,9999
1,46,82,386.5236,398.0,0.0,10000
1,46,83,508.03580358035805,522,0.0,9999
1,46,84,494.0824,508.0,0.0,10000
1,46,85,495.996399639964,506,0.0,9999
1,46,86,505.3072,512.0,0.0,10000
1,46,87,462.13401340134016,468,0.0,9999
1,46,88,460.0734146829366,474.0,0.0,9998
1,46,89,458.2176,462.0,0.0,10000
1,46,90,391.6192,400.0,0.0,10000
1,46,91,478.3786,484.0,0.0,10000
1,46,92,496.7274,514.0,0.0,10000
1,46,93,477.0924,490.0,0.0,10000
1,46,94,384.0246,392.0,0.0,10000
1,46,95,366.5014501450145,374,0.0,9999
1,46,96,502.2132,516.0,0.0,10000
1,46,97,391.6576,396.0,0.0,10000
1,46,98,514.8012801280128,532,0.0,9999
1,46,99,299.1906,298.0,0.0,10000
1,47,0,465.0294,470.0,0.0,10000
1,47,1,499.0394,508.0,0.0,10000
1,47,2,370.2948294829483,372,0.0,9999
1,47,3,483.4046,494.0,0.0,10000
1,47,4,461.7736,474.0,0.0,10000
1,47,5,464.652,472.0,0.0,10000
1,47,6,442.7748,482.0,0.0,10000
1,47,7,451.62056205620564,460,0.0,9999
1,47,8,391.802,398.0,0.0,10000
1,47,9,463.5629125825165,480.0,0.0,9998
1,47,10,456.861,466.0,0.0,10000
1,47,11,372.4468,384.0,0.0,10000
1,47,12,479.4952,484.0,0.0,10000
1,47,13,449.15871587158716,462,0.0,9999
1,47,14,487.7809780978098,498,0.0,9999
1,47,15,494.2906290629063,508,0.0,9999
1,47,16,475.5198,496.0,0.0,10000
1,47,17,388.3496,394.0,0.0,10000
1,47,18,487.2031203120312,498,0.0,9999
1,47,19,380.005,384.0,0.0,10000
1,47,20,488.9206,496.0,0.0,10000
1,47,21,353.7104,358.0,0.0,10000
1,47,22,481.78095619123826,492.0,0.0,9998
1,47,23,467.9152,478.0,0.0,10000
1,47,24,497.5091509150915,508,0.0,9999
1,47,25,360.9384,368.0,0.0,10000
1,47,26,471.3885388538854,472,0.0,9999
1,47,27,478.8848884888489,492,0.0,9999
1,47,28,460.7648,480.0,0.0,10000
1,47,29,491.56827048114434,508,0.0,9997
1,47,30,471.5208,484.0,0.0,10000
1,47,31,478.15181518151815,492,0.0,9999
1,47,32,453.3929392939294,460,0.0,9999
1,47,33,473.3842,478.0,0.0,10000
1,47,34,460.7868786878688,464,0.0,9999
1,47,35,457.18231823182316,464,0.0,9999
1,47,36,332.84628462846285,334,0.0,9999
1,47,37,388.7354,398.0,0.0,10000
1,47,38,491.5019501950195,502,0.0,9999
1,47,39,384.2998,390.0,0.0,10000
1,47,40,457.67296729672967,468,0.0,9999
1,47,41,456.8872887288729,468,0.0,9999
1,47,42,477.325,478.0,0.0,10000
1,47,43,378.274,384.0,0.0,10000
1,47,44,488.6586,496.0,0.0,10000
1,47,45,471.5993599359936,480,0.0,9999
1,47,46,459.3889388938894,472,0.0,9999
1,47,47,460.6856,470.0,0.0,10000
1,47,48,490.13481348134815,500,0.0,9999
1,47,49,391.31686337267456,398.0,0.0,9998
1,47,50,475.08481696339265,490.0,0.0,9998
1,47,51,453.1897189718972,466,0.0,9999
1,47,52,393.01670167016704,402,0.0,9999
1,47,53,469.5288,474.0,0.0,10000
1,47,54,481.6356,490.0,0.0,10000
1,47,55,406.70354070814165,414.0,0.0,9998
1,47,56,469.0981098109811,470,0.0,9999
1,47,57,456.2616,466.0,0.0,10000
1,47,58,481.2318,490.0,0.0,10000
1,47,59,403.68716871687167,410,0.0,9999
1,47,60,453.172,456.0,0.0,10000
1,47,61,488.25602560256027,496,0.0,9999
1,47,62,432.2126,436.0,0.0,10000
1,47,63,345.6342,340.0,0.0,10000
1,47,64,392.3496349634963,398,0.0,9999
1,47,65,268.9658,266.0,0.0,10000
1,47,66,297.6368,302.0,0.0,10000
1,47,67,304.6448,308.0,0.0,10000
1,47,68,410.7742774277428,430,0.0,9999
1,47,69,359.14691469146914,362,0.0,9999
1,47,70,391.198,394.0,0.0,10000
1,47,71,379.654,386.0,0.0,10000
1,47,72,472.4566,478.0,0.0,10000
1,47,73,360.6522,362.0,0.0,10000
1,47,74,472.98809880988097,474,0.0,9999
1,47,75,373.729,376.0,0.0,10000
1,47,76,475.9264,486.0,0.0,10000
1,47,77,363.875,370.0,0.0,10000
1,47,78,470.36887377475495,486.0,0.0,9998
1,47,79,461.8312,470.0,0.0,10000
1,47,80,469.3759375937594,468,0.0,9999
1,47,81,457.9872,474.0,0.0,10000
1,47,82,483.1748,498.0,0.0,10000
1,47,83,469.753350670134,474.0,0.0,9998
1,47,84,466.745349069814,482.0,0.0,9998
1,47,85,462.1296,480.0,0.0,10000
1,47,86,472.96889688968895,482,0.0,9999
1,47,87,468.25462546254624,476,0.0,9999
1,47,88,466.3972397239724,470,0.0,9999
1,47,89,439.4035403540354,448,0.0,9999
1,47,90,452.8226822682268,466,0.0,9999
1,47,91,427.584,436.0,0.0,10000
1,47,92,457.1036,470.0,0.0,10000
1,47,93,455.382,456.0,0.0,10000
1,47,94,406.86888688868885,428,0.0,9999
1,47,95,459.843,472.0,0.0,10000
1,47,96,469.6098,480.0,0.0,10000
1,47,97,441.8536,448.0,0.0,10000
1,47,98,473.6197619761976,478,0.0,9999
1,47,99,324.9762,326.0,0.0,10000
1,48,0,447.43554355435543,466,0.0,9999
1,48,1,434.56125612561254,444,0.0,9999
1,48,2,467.8394,476.0,0.0,10000
1,48,3,443.3698,450.0,0.0,10000
1,48,4,372.5922,380.0,0.0,10000
1,48,5,475.44254425442546,476,0.0,9999
1,48,6,338.4972497249725,342,0.0,9999
1,48,7,368.147,370.0,0.0,10000
1,48,8,452.010401040104,470,0.0,9999
1,48,9,458.85968596859686,470,0.0,9999
1,48,10,466.1080108010801,474,0.0,9999
1,48,11,378.8973794758952,384.0,0.0,9998
1,48,12,388.5884,396.0,0.0,10000
1,48,13,447.1259125912591,468,0.0,9999
1,48,14,455.74717471747175,462,0.0,9999
1,48,15,450.24722472247225,462,0.0,9999
1,48,16,356.3954,346.0,0.0,10000
1,48,17,447.3128,460.0,0.0,10000
1,48,18,458.137,470.0,0.0,10000
1,48,19,469.6695669566957,476,0.0,9999
1,48,20,366.972497249725,366,0.0,9999
1,48,21,448.14862972594517,454.0,0.0,9998
1,48,22,428.2518,438.0,0.0,10000
1,48,23,476.3224,488.0,0.0,10000
1,48,24,462.6754,472.0,0.0,10000
1,48,25,467.8618,480.0,0.0,10000
1,48,26,454.7492,462.0,0.0,10000
1,48,27,466.7988798879888,482,0.0,9999
1,48,28,460.73307330733076,476,0.0,9999
1,48,29,442.8382838283828,442,0.0,9999
1,48,30,454.78047804780476,472,0.0,9999
1,48,31,365.8811881188119,366,0.0,9999
1,48,32,444.145,444.0,0.0,10000
1,48,33,436.1614,450.0,0.0,10000
1,48,34,442.5608,448.0,0.0,10000
1,48,35,357.1432,360.0,0.0,10000
1,48,36,445.4362,454.0,0.0,10000
1,48,37,442.6172617261726,448,0.0,9999
1,48,38,447.2001200120012,454,0.0,9999
1,48,39,451.1666,460.0,0.0,10000
1,48,40,443.3933393339334,452,0.0,9999
1,48,41,443.411,450.0,0.0,10000
1,48,42,452.88908890889087,462,0.0,9999
1,48,43,442.9158,450.0,0.0,10000
1,48,44,449.9992,460.0,0.0,10000
1,48,45,356.3164,354.0,0.0,10000
1,48,46,477.4921492149215,486,0.0,9999
1,48,47,434.6532,432.0,0.0,10000
1,48,48,442.128,444.0,0.0,10000
1,48,49,459.1084,470.0,0.0,10000
1,48,50,404.2418,408.0,0.0,10000
1,48,51,446.6164,458.0,0.0,10000
1,48,52,463.14631463146316,468,0.0,9999
1,48,53,460.96429642964296,472,0.0,9999
1,48,54,439.094,446.0,0.0,10000
1,48,55,439.0809242772832,446,0.0,9997
1,48,56,475.4434,490.0,0.0,10000
1,48,57,445.228,452.0,0.0,10000
1,48,58,460.7436,476.0,0.0,10000
1,48,59,351.4132,352.0,0.0,10000
1,48,60,451.7416,466.0,0.0,10000
1,48,61,365.0372,370.0,0.0,10000
1,48,62,446.8576,442.0,0.0,10000
1,48,63,366.0656,370.0,0.0,10000
1,48,64,388.386,396.0,0.0,10000
1,48,65,386.2152215221522,392,0.0,9999
1,48,66,368.6918,376.0,0.0,10000
1,48,67,374.1276127612761,380,0.0,9999
1,48,68,362.6376,372.0,0.0,10000
1,48,69,275.9482,272.0,0.0,10000
1,48,70,357.9285928592859,360,0.0,9999
1,48,71,358.66986698669865,362,0.0,9999
1,48,72,449.7938,466.0,0.0,10000
1,48,73,465.1594,478.0,0.0,10000
1,48,74,456.8058,466.0,0.0,10000
1,48,75,458.2726545309062,468.0,0.0,9998
1,48,76,407.2312,452.0,0.0,10000
1,48,77,446.4482,454.0,0.0,10000
1,48,78,436.0512,438.0,0.0,10000
1,48,79,451.6906,468.0,0.0,10000
1,48,80,463.6874,476.0,0.0,10000
1,48,81,481.472,488.0,0.0,10000
1,48,82,448.25942594259425,454,0.0,9999
1,48,83,438.0,454.0,0.0,10000
1,48,84,477.83578357835785,494,0.0,9999
1,48,85,446.5024,456.0,0.0,10000
1,48,86,366.3402,372.0,0.0,10000
1,48,87,471.4064,478.0,0.0,10000
1,48,88,350.1712,358.0,0.0,10000
1,48,89,448.3906390639064,460,0.0,9999
1,48,90,408.3562,424.0,0.0,10000
1,48,91,447.3114,454.0,0.0,10000
1,48,92,390.507,400.0,0.0,10000
1,48,93,442.6862,446.0,0.0,10000
1,48,94,455.971,462.0,0.0,10000
1,48,95,359.7398,360.0,0.0,10000
1,48,96,466.2168,472.0,0.0,10000
1,48,97,434.7010701070107,440,0.0,9999
1,48,98,440.7888788878888,456,0.0,9999
1,48,99,451.036103610361,462,0.0,9999
1,49,0,342.2782,348.0,0.0,10000
1,49,1,350.3528,356.0,0.0,10000
1,49,2,375.3372,382.0,0.0,10000
1,49,3,431.8774,438.0,0.0,10000
1,49,4,344.2348704611383,348,0.0,9997
1,49,5,449.2685268526853,458,0.0,9999
1,49,6,425.9208,432.0,0.0,10000
1,49,7,321.6011601160116,324,0.0,9999
1,49,8,367.77173151945584,370,0.0,9997
1,49,9,343.6333633363336,348,0.0,9999
1,49,10,395.13791379137916,430,0.0,9999
1,49,11,400.1948194819482,402,0.0,9999
1,49,12,441.8336,454.0,0.0,10000
1,49,13,446.63206320632065,454,0.0,9999
1,49,14,428.25362536253624,424,0.0,9999
1,49,15,433.8444,442.0,0.0,10000
1,49,16,445.1981198119812,452,0.0,9999
1,49,17,350.1486148614861,354,0.0,9999
1,49,18,439.8266,448.0,0.0,10000
1,49,19,437.3143314331433,444,0.0,9999
1,49,20,447.7589758975898,454,0.0,9999
1,49,21,420.0104,428.0,0.0,10000
1,49,22,451.6353270654131,460.0,0.0,9998
1,49,23,432.8894,442.0,0.0,10000
1,49,24,456.19,476.0,0.0,10000
1,49,25,398.24822482248226,406,0.0,9999
1,49,26,462.4128,474.0,0.0,10000
1,49,27,430.2762,436.0,0.0,10000
1,49,28,357.4412,362.0,0.0,10000
1,49,29,440.43004300430044,444,0.0,9999
1,49,30,449.6546,464.0,0.0,10000
1,49,31,411.1642,416.0,0.0,10000
1,49,32,351.2012,354.0,0.0,10000
1,49,33,347.21392139213924,352,0.0,9999
1,49,34,457.5862,468.0,0.0,10000
1,49,35,442.335,450.0,0.0,10000
1,49,36,445.588,452.0,0.0,10000
1,49,37,328.7768,326.0,0.0,10000
1,49,38,427.5022,430.0,0.0,10000
1,49,39,364.8122,380.0,0.0,10000
1,49,40,438.8978897889789,444,0.0,9999
1,49,41,415.54,422.0,0.0,10000
1,49,42,425.8886,434.0,0.0,10000
1,49,43,419.7898,424.0,0.0,10000
1,49,44,450.2444,462.0,0.0,10000
1,49,45,428.1286128612861,446,0.0,9999
1,49,46,409.0752,422.0,0.0,10000
1,49,47,427.2515251525152,426,0.0,9999
1,49,48,442.482,450.0,0.0,10000
1,49,49,449.26212621262124,454,0.0,9999
1,49,50,440.4384,452.0,0.0,10000
1,49,51,433.8338,444.0,0.0,10000
1,49,52,427.767,442.0,0.0,10000
1,49,53,416.013,420.0,0.0,10000
1,49,54,432.682,436.0,0.0,10000
1,49,55,417.1206,424.0,0.0,10000
1,49,56,435.8038,442.0,0.0,10000
1,49,57,429.5022,434.0,0.0,10000
1,49,58,437.3072,448.0,0.0,10000
1,49,59,371.237,372.0,0.0,10000
1,49,60,440.61572314462893,438.0,0.0,9998
1,49,61,424.5958,432.0,0.0,10000
1,49,62,448.8402,452.0,0.0,10000
1,49,63,456.7286728672867,464,0.0,9999
1,49,64,364.2646,362.0,0.0,10000
1,49,65,283.4868,272.0,0.0,10000
1,49,66,379.9322,384.0,0.0,10000
1,49,67,380.82908290829084,392,0.0,9999
1,49,68,280.596,280.0,0.0,10000
1,49,69,357.0814,366.0,0.0,10000
1,49,70,276.4806480648065,272,0.0,9999
1,49,71,280.5428542854285,268,0.0,9999
1,49,72,432.5192,442.0,0.0,10000
1,49,73,392.67486748674867,402,0.0,9999
1,49,74,456.0036,462.0,0.0,10000
1,49,75,402.53105310531055,410,0.0,9999
1,49,76,428.9366,432.0,0.0,10000
1,49,77,415.3247324732473,418,0.0,9999
1,49,78,354.02640264026405,360,0.0,9999
1,49,79,442.6062,450.0,0.0,10000
1,49,80,316.0772077207721,306,0.0,9999
1,49,81,439.1596,448.0,0.0,10000
1,49,82,432.51945194519453,438,0.0,9999
1,49,83,409.7705770577058,416,0.0,9999
1,49,84,428.498,434.0,0.0,10000
1,49,85,436.7810781078108,448,0.0,9999
1,49,86,419.5485548554856,426,0.0,9999
1,49,87,328.8838,332.0,0.0,10000
1,49,88,437.7748,450.0,0.0,10000
1,49,89,420.189,428.0,0.0,10000
1,49,90,407.3268,420.0,0.0,10000
1,49,91,421.0985098509851,434,0.0,9999
1,49,92,324.856,330.0,0.0,10000
1,49,93,405.8787878787879,410,0.0,9999
1,49,94,425.55331066213245,432.0,0.0,9998
1,49,95,431.7866,444.0,0.0,10000
1,49,96,430.08441688337666,448.0,0.0,9998
1,49,97,433.4897489748975,438,0.0,9999
1,49,98,432.67166716671665,446,0.0,9999
1,49,99,375.2,370.0,0.0,10000
2,0,0,554.0550165049515,324,0.0,9997
2,0,1,718.8265653130626,768.0,0.0,9998
2,0,2,490.61752350470096,268.0,0.0,9998
2,0,3,581.7903580716144,724.0,0.0,9998
2,0,4,377.03380676135225,274.0,0.0,9998
2,0,5,728.944894489449,734,0.0,9999
2,0,6,657.0311155577789,754,0.0,9995
2,0,7,694.0968193638728,786.0,0.0,9998
2,0,8,704.9392,720.0,0.0,10000
2,0,9,475.6934,268.0,0.0,10000
2,0,10,648.182,688.0,0.0,10000
2,0,11,671.7559755975598,738,0.0,9999
2,0,12,718.8846,732.0,0.0,10000
2,0,13,649.9066,748.0,0.0,10000
2,0,14,660.948694869487,740,0.0,9999
2,0,15,672.1386,782.0,0.0,10000
2,0,16,704.9402,726.0,0.0,10000
2,0,17,580.9505802320929,698.0,0.0,9996
2,0,18,660.8702,686.0,0.0,10000
2,0,19,767.6640656262505,766.0,0.0,9996
2,0,20,731.6580290145073,788,0.0,9995
2,0,21,642.3998,676.0,0.0,10000
2,0,22,588.3466346634664,688,0.0,9999
2,0,23,701.995399539954,782,0.0,9999
2,0,24,709.5265632816408,774,0.0,9995
2,0,25,691.3656096829048,746,0.0,9997
2,0,26,609.743948789758,710.0,0.0,9998
2,0,27,724.6159847954386,766,0.0,9997
2,0,28,565.3995598239296,454.0,0.0,9996
2,0,29,573.3208641728346,682.0,0.0,9998
2,0,30,704.9842,728.0,0.0,10000
2,0,31,537.3125312531253,594,0.0,9999
2,0,32,659.8597859785979,752,0.0,9999
2,0,33,688.6878687868787,714,0.0,9999
2,0,34,692.0672067206721,724,0.0,9999
2,0,35,527.8819881988198,670,0.0,9999
2,0,36,598.3831532613045,698.0,0.0,9996
2,0,37,552.7064825930372,690.0,0.0,9996
2,0,38,670.6414,746.0,0.0,10000
2,0,39,749.4975497549755,758,0.0,9999
2,0,40,721.8114680276193,792,0.0,9993
2,0,41,714.5210084033613,796.0,0.0,9996
2,0,42,677.5859585958596,686,0.0,9999
2,0,43,458.7774,268.0,0.0,10000
2,0,44,751.7865786578658,782,0.0,9999
2,0,45,629.803,702.0,0.0,10000
2,0,46,721.609443777511,764.0,0.0,9996
2,0,47,730.3908390839084,762,0.0,9999
2,0,48,403.4105410541054,266,0.0,9999
2,0,49,666.8377864505154,750,0.0,9993
2,0,50,448.6778,266.0,0.0,10000
2,0,51,619.0120048019207,762.0,0.0,9996
2,0,52,698.7824,742.0,0.0,10000
2,0,53,543.2080456319424,436,0.0,9993
2,0,54,539.4358871774355,286.0,0.0,9998
2,0,55,680.634326865373,704.0,0.0,9998
2,0,56,654.5942594259426,776,0.0,9999
2,0,57,691.032503250325,734,0.0,9999
2,0,58,818.7989195678272,948.0,0.0,9996
2,0,59,580.7803560712142,746.0,0.0,9998
2,0,60,635.6127612761276,760,0.0,9999
2,0,61,655.2426,686.0,0.0,10000
2,0,62,544.7054116234871,644,0.0,9997
2,0,63,409.4125412541254,266,0.0,9999
2,0,64,691.4068,710.0,0.0,10000
2,0,65,686.2842284228423,710,0.0,9999
2,0,66,731.5961192238448,786.0,0.0,9998
2,0,67,562.8604860486049,738,0.0,9999
2,0,68,690.9406,720.0,0.0,10000
2,0,69,625.5950355319787,728,0.0,9991
2,0,70,742.1178589294648,770,0.0,9995
